,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,generic_name,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,NCTid_1,NCTid_2,NCTid_3,NCTid_4,NCTid_5,NCTid_6,,
,Delstrigo,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Delstrigo (doravirine, lamivudine and tenofovir disoproxil fumarate) a non-nucleoside reverse transcriptase inhibitor (NNRTI) and nucleoside analogue reverse transcriptase inhibitors combination indicated for the treatment of HIV-1 infection.",Merck,HIV Infection,30-Aug-18,8/30/18,"doravirine, lamivudine and tenofovir disoproxil fumarate",Yes,0,,,,,,,,,,,
1,Xerava,,,,,,,TRUE,,,,,,,,Xerava (eravacycline) is a fluorocycline antibiotic indicated for the treatment of complicated intra-abdominal infections.,"Tetraphase Pharmaceuticals, Inc.",Complicated Intra-Abdominal Infections,27-Aug-18,8/27/18,eravacycline,No,846,415,0,431,NCT01844856,NCT02784704,,,,,,
1,Takhzyro,,TRUE,,,,,,,,,,,,,Takhzyro (lanadelumab-flyo) is a plasma kallikrein inhibitor (monoclonal antibody) for the prevention of angioedema attacks in patients with hereditary angioedema.,Shire plc,Hereditary Angioedema,23-Aug-18,8/23/18,lanadelumab-flyo,No,125,84,41,0,NCT02586805,NCT02741596,,,,,,
,Altreno,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Altreno (tretinoin) is a topical retinoid for the treatment of acne.,Ortho Dermatologics,Acne,23-Aug-18,8/23/18,tretinoin,New Dosage Form,0,,,,,,,,,,,
1,Oxervate,,,,,,,,,,,,,TRUE,,Oxervate (cenegermin) is a recombinant human nerve growth factor (rhNGF) ophthalmic solution indicated for the treatment of neurotrophic keratitis.,Dompí© farmaceutici SpA,Neurotrophic Keratitis,22-Aug-18,8/22/18,cenegermin,No,148,73,75,0,NCT01756456,NCT02227147,,,,,,
,Inveltys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Inveltys (loteprednol etabonate) is a nanoparticle ocular corticosteroid formulation for the treatment of post-operative ocular inflammation and pain.,"Kala Pharmaceuticals, Inc.",Postoperative Ocular Inflammation,22-Aug-18,8/22/18,loteprednol etabonate,New Formulation or New Manufacturer,0,,,,,,,,,,,
1,Diacomit,,,,,,,,,,TRUE,,,,,Diacomit (stiripentol) is an anticonvulsant indicated for the treatment of seizures associated with Dravet syndrome in patients 2 years of age and older taking clobazam.,Biocodex,Dravet Syndrome,20-Aug-18,8/20/18,stiripentol,No,64,33,31,0,Data were not collected per local regulatory authority.,,,,,,,
,Cequa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cequa (cyclosporine) ophthalmic solution is a calcineurin inhibitor immunosuppressant indicated to increase tear production in patients with dry eye disease (keratoconjunctivitis sicca).,Sun Pharmaceutical Industries Ltd.,Keratoconjunctivitis Sicca,14-Aug-18,8/14/18,cyclosporine,New Formulation or New Manufacturer,0,,,,,,,,,,,
1,Onpattro,,,,,,,,,,TRUE,,,,,Onpattro (patisiran) is a small interfering ribonucleic acid (siRNA) therapeutic  for the treatment of polyneuropathy caused by hereditary transthyretin-mediated amyloidosis (hATTR).,"Alnylam Pharmaceuticals, Inc.",Hereditary Transthyretin-Mediated Amyloidosis (hATTR),10-Aug-18,8/10/18,patisiran,No,225,148,77,0,NCT01960348,,,,,,,
1,Galafold,TRUE,,,,,,,,,,,,,,Galafold (migalastat) is an alpha-galactosidase A (alpha-Gal A) pharmacological chaperone indicated for the treatment of adults with a confirmed diagnosis of Fabry disease and an amenable galactosidase alpha gene variant.,Amicus Therapeutics,Fabry Disease,10-Aug-18,8/10/18,migalastat,No,45,25,20,0,NCT00925301,,,,,,,
1,Annovera,,,,,TRUE,,,,,,,,,,Annovera (ethinyl estradiol and segesterone acetate) is an estrogen and progestin vaginal contraceptive system indicated to prevent pregnancy for up to a year.,The Population Council,Contraception,10-Aug-18,8/10/18,ethinyl estradiol and segesterone acetate,No,2308,2308,0,0,NCT0455156,NCT00263342,,,,,,
1,Poteligeo,,,,,,,,TRUE,,,,,,,"Poteligeo (mogamulizumab-kpkc) is a humanized monoclonal antibody (mAb) directed against CC chemokine receptor 4 (CCR4) for the treatment of Mycosis Fungoides (MF) and Sí©zary Syndrome (SS), the most common subtypes of cutaneous T-cell lymphoma (CTCL).","Kyowa Hakko Kirin Co., Ltd.",Mycosis Fungoides; Sí©zary Syndrome,8-Aug-18,8/8/18,mogamulizumab-kpkc,No,372,186,0,186,NCT01728805,,,,,,,
,Arakoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arakoda (tafenoquine) is an 8-aminoquinoline antimalarial drug indicated for the prophylaxis of malaria in patients aged 18 years and older.,60 Degrees Pharmaceuticals,Malaria Prophylaxis,8-Aug-18,8/8/18,tafenoquine,New Formulation or New Manufacturer,0,,,,,,,,,,,
,Jornay PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Jornay PM (methylphenidate hydrochloride) is a once-daily formulation of the approved central nervous system (CNS) stimulant methylphenidate indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years and older.,"Ironshore Pharmaceuticals & Development, Inc.",Attention Deficit Hyperactivity Disorder (ADHD),8-Aug-18,8/8/18,methylphenidate hydrochloride,New Dosage Form,0,,,,,,,,,,,
1,Mulpleta,,TRUE,,,,,,,,,,,,,"Mulpleta (lusutrombopag) is a once-daily, orally administered, thrombopoietin (TPO) receptor agonist for the treatment of thrombocytopenia in patients with chronic liver disease who are scheduled to undergo a medical or dental procedure.",Shionogi Inc.,Thrombocytopenia,31-Jul-18,7/31/18,lusutrombopag,No,312,157,155,0,NCT02389621,L_PLUS 1,,,,,,
,Azedra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azedra (iobenguane I 131) is a  radioactive therapeutic agent for the treatment of locally advanced or metastatic pheochromocytoma and paraganglioma.,Progenics Pharmaceuticals Inc.,Pheochromocytoma; Paraganglioma,30-Jul-18,7/30/18,iobenguane I 131,Yes,0,,,,,,,,,,,
,Perseris,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Perseris (risperidone) is a once-monthly, subcutaneous formulation of the approved atypical antipsychotic risperidone indicated for the treatment of schizophrenia in adults. ",Indivior PLC,Schizophrenia,27-Jul-18,7/27/18,risperidone,New Dosage Form,0,,,,,,,,,,,
1,Orilissa,,,,,,TRUE,,,,,,,,,Orilissa (elagolix) is an orally administered gonadotropin-releasing hormone (GnRH) antagonist for the management of moderate to severe pain associated with endometriosis.,"AbbVie, Inc.",Endometriosis,23-Jul-18,7/23/18,elagolix,No,1664,938,726,0,NCT01620528,NCT01931670,,,,,,
1,Tibsovo,,,,,,,,TRUE,,,,,,,Tibsovo (ivosidenib) is an isocitrate dehydrogenase-1 (IDH1) inhibitor for the treatment of patients with acute myeloid leukemia who have an IDH1 mutation.,"Agios Pharmaceuticals, Inc.",Acute Myeloid Leukemia,20-Jul-18,7/20/18,ivosidenib,No,174,174,0,0,NCT02074839,,,,,,,
,Nivestym,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Nivestym (filgrastim-aafi) is a recombinant human granulocyte colony-stimulating factor biosimilar to Neupogen indicated for the treatment of neutropenia associated with chemotherapy and related conditions.",Pfizer Inc.,"Neutropenia Associated with Chemotherapy, Febrile Neutropenia",20-Jul-18,7/20/18,filgrastim-aafi,Yes,0,,,,,,,,,,,
1,Krintafel,,,,,,,,,,,TRUE,,,,Krintafel (tafenoquine) is an 8-aminoquinoline derivative antimalarial for the radical cure (prevention of relapse) of Plasmodium vivax malaria.,GlaxoSmithKline,Malaria,20-Jul-18,7/20/18,tafenoquine,No,371,317,54,0,NCT01376167,NCT01376167,,,,,,
,Symtuza,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Symtuza (darunavir, cobicistat, emtricitabine and tenofovir alafenamide) is a once daily, single-tablet regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) in treatment-naí¿ve and certain virologically suppressed adults.","Janssen Pharmaceuticals, Inc.",HIV Infection,17-Jul-18,7/17/18,"darunavir, cobicistat, emtricitabine and tenofovir alafenamide",Yes,0,,,,,,,,,,,
1,TPOXX,,,,,,,TRUE,,,,,,,,TPOXX (tecovirimat) is an orthopoxvirus-specific antiviral indicated for the treatment of human smallpox disease.,"SIGA Technologies, Inc.",Smallpox,13-Jul-18,7/13/18,tecovirimat,No,0,0,0,0,"The effectiveness of TPOXX for treatment of smallpox disease has not been determined in humans because adequate and well-controlled field trials have not been feasible, and inducing smallpox disease in humans to study the drugÍs efficacy is not ethical.",,,,,,,
,Qbrexza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qbrexza (glycopyrronium) is a topical anticholinergic contained in a single-use, pre-moistened, medicated cloth for the treatment of primary axillary hyperhidrosis (excessive underarm sweating) in adults and children 9 years of age and older.","Dermira, Inc.",Hyperhidrosis,28-Jun-18,6/28/18,glycopyrronium,New Dosage Form,0,,,,,,,,,,,
1,Braftovi,,,,,,,,TRUE,,,,,,,"Braftovi (encorafenib) is a kinase inhibitor indicated, in combination with binimetinib, for the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.",Array BioPharma Inc.,Melanoma -- Metastatic,27-Jun-18,6/27/18,encorafenib,No,577,386,0,191,NCT01909453,,,,,,,
1,Mektovi,,,,,,,,TRUE,,,,,,,"Mektovi (binimetinib)  is a kinase inhibitor indicated, in combination with encorafenib, for the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.",Array BioPharma Inc.,Melanoma -- Metastatic,27-Jun-18,6/27/18,binimetinib,No,383,192,0,191,NCT01909453,,,,,,,
1,Zemdri,,,,,,,TRUE,,,,,,,,Zemdri (plazomicin) is an aminoglycoside antibacterial for the treatment of complicated urinary tract infections.,"Achaogen, Inc.",Urinary Tract Infection,25-Jun-18,6/25/18,plazomicin,No,406,198,0,208,NCT02486627,,,,,,,
1,Epidiolex,,,,,,,,,,TRUE,,,,,"Epidiolex (cannabidiol) is a prescription pharmaceutical formulation of highly-purified, marijuana plant-derived cannabidiol (CBD) for the treatment of seizures associated with Lennox-Gastaut syndrome or Dravet syndrome in patients two years of age or older.",GW Pharmaceuticals plc,"Lennox-Gastaut Syndrome, Dravet Syndrome",25-Jun-18,6/25/18,cannabidiol,No,396,235,161,0,NCT02224560,NCT02224690,,,,,,
,Nocdurna,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"Nocdurna (desmopressin acetate) is a vasopressin analog indicated for the treatment of nocturia due to nocturnal polyuria in adults.",Ferring Pharmaceuticals Inc.,Nocturia,21-Jun-18,6/21/18,desmopressin acetate,New Formulation or New Manufacturer,0,,,,,,,,,,,
1,moxidectin,,,,,,,,,,,TRUE,,,,Moxidectin is a macrocyclic lactone anthelmintic medicine indicated for the treatment of river blindness (onchocerciasis) in patients aged 12 years and older.,Medicines Development for Global Health,Onchocerciasis,13-Jun-18,6/13/18,onchocerciasis,No,1472,977,0,495,NCT00790998,NCT00300768,,,,,,
,Fulphila,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Fulphila (pegfilgrastim-jmbd) is a leukocyte growth factor biosimilar to Neulasta (pegfilgrastim) indicated to reduce the incidence of febrile neutropenia in patients treated with chemotherapy.,Mylan N.V.,Neutropenia Associated with Chemotherapy,4-Jun-18,6/4/18,pegfilgrastim-jmbd,Yes,0,,,,,,,,,,,
,Consensi,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Consensi (amlodipine and celecoxib) is a calcium channel blocker and nonsteroidal anti-inflammatory drug combination for the treatment of both hypertension and pain associated with osteoarthritis.,Kitov Pharma Ltd.,"Hypertension, Osteoarthritis",31-May-18,5/31/18,amlodipine and celecoxib,Yes,0,,,,,,,,,,,
1,Olumiant,,,,,,,,TRUE,,,,,,,Olumiant (baricitinib) is a Janus kinase (JAK) inhibitor for the treatment of rheumatoid arthritis.,Eli Lilly and Company and Incyte Corporation ,Rheumatoid Arthritis,31-May-18,5/31/18,baricitinib,No,807,403,404,0,NCT01721057,NCT01721044,,,,,,
,Imvexxy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Imvexxy (estradiol) is a bio-identical 17‘_-estradiol vaginal insert for the treatment of dyspareunia (vaginal pain during sexual intercourse) due to menopause.,"TherapeuticsMD, Inc.",Dyspareunia,29-May-18,5/29/18,estradiol,Yes,0,,,,,,,,,,,
1,Palynziq,,,,,,,,,,TRUE,,,,,Palynziq (pegvaliase-pqpz) is a phenylalanine-metabolizing enzyme indicated to reduce blood phenylalanine concentrations in adult patients with phenylketonuria.,BioMarin Pharmaceutical Inc.,Phenylketonuria,24-May-18,5/24/18,pegvaliase-pqpz,No,86,58,28,0,NCT01819727,,,,,,,
,Yonsa,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Yonsa (abiraterone acetate) is an ultramicrosize formulation of the oral CYP17 inhibitor abiraterone acetate (approved as Zytiga) used in combination with methylprednisolone for the treatment of metastatic castration-resistant prostate cancer.,Sun Pharmaceutical Industries Ltd.,Prostate Cancer,22-May-18,5/22/18,abiraterone acetate,Yes,0,,,,,,,,,,,
1,Doptelet,,TRUE,,,,,,,,,,,,,"Doptelet (avatrombopag) is a second generation, orally administered thrombopoietin receptor agonist (TPO-RA) indicated for the treatment of:","Dova Pharmaceuticals, Inc.","Thrombocytopenia, Idiopathic (Immune) Thrombocytopenic Purpura",21-May-18,5/21/18,avatrombopag,No,435,277,158,0,NCT01972529,NCT01976104,,,,,,
1,Lokelma,,,,,,,,,,,,,,TRUE,Lokelma (sodium zirconium cyclosilicate) is a potassium binder indicated for the treatment of hyperkalemia in adults.,AstraZeneca,Hyperkalemia,18-May-18,5/18/18,sodium zirconium cyclosilicate,No,1828,1588,240,0,NCT01737697,NCT02088073,NCT02163499,,,,,
1,Aimovig,,,,,,,,,,TRUE,,,,,"Aimovig (erenumab-aooe) is a calcitonin gene-related peptide (CGRP) receptor antagonist indicated for the preventive treatment of migraine.",Amgen Inc.,Migraine Prophylaxis,17-May-18,5/17/18,erenumab-aooe,No,2199,1303,896,0,NCT02456740,NCT02483585,NCT02066415,,,,,
1,Lucemyra,,,,,,,,,,TRUE,,,,,Lucemyra (lofexidine hydrochloride) is a selective alpha 2-adrenergic receptor agonist indicated for reducing the severity of withdrawal symptoms in patients experiencing opioid withdrawal.,US WorldMeds,Opiate Withdrawal,16-May-18,5/16/18,lofexidine hydrochloride,No,866,585,281,0,NCT01863186,NCT00235729,,,,,,
,Retacrit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retacrit (epoetin alfa-epbx) is an erythropoiesis-stimulating agent (ESA) biosimilar to Epogen/Procrit (epoetin alfa) indicated for treatment of anemia caused by chronic kidney disease, chemotherapy, or use of zidovudine in patients with HIV infection. Retacrit is also approved for use before and after surgery to reduce the chance that red blood cell transfusions will be needed because of blood loss during surgery.",Hospira Inc.,Anemia,15-May-18,5/15/18,epoetin alfa-epbx,Yes,0,,,,,,,,,,,
,Plenvu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plenvu (polyethylene glycol 3350, sodium ascorbate, sodium sulfate, ascorbic acid, sodium chloride and potassium chloride) is a lower-volume, polyethylene glycol based osmotic laxative indicated for cleansing of the colon (bowel preparation) prior to colonoscopy.","Salix Pharmaceuticals, Inc.",Bowel Preparation,4-May-18,5/4/18,"polyethylene glycol 3350, sodium ascorbate, sodium sulfate, ascorbic acid, sodium chloride and potassium chloride",Yes,0,,,,,,,,,,,
,Andexxa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andexxa (coagulation factor Xa (recombinant), inactivated-zhzo) is a recombinant modified human Factor Xa (FXa) protein indicated for patients treated with rivaroxaban and apixaban, when reversal of anticoagulation isneeded due to life-threatening or uncontrolled bleeding. ","Portola Pharmaceuticals, Inc.",Reversal of Anticoagulant Activity of Factor Xa Inhibitors,3-May-18,5/3/18,recombinant,Yes,0,,,,,,,,,,,
,Jynarque,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jynarque (tolvaptan) is a selective vasopressin V2-receptor antagonist indicated to slow kidney function decline in adults at risk of rapidly progressing autosomal dominant polycystic kidney disease (ADPKD).,"Otsuka Pharmaceutical Co., Ltd.",Adults at Risk of Rapidly Progressing Autosomal Dominant Polycystic Kidney Disease,23-Apr-18,4/23/18,tolvaptan,Yes,0,,,,,,,,,,,
1,Akynzeo for Injection,TRUE,,,,,,,,,,,,,,Akynzeo for Injection (fosnetupitant and palonosetron) is a substance P/neurokinin-1 (NK-1) receptor antagonist and serotonin-3 (5-HT3) receptor antagonist combination indicated for use with dexamethasone for the prevention of chemotherapy-induced nausea and vomiting (CINV).,Helsinn,Nausea/Vomiting -- Chemotherapy Induced,19-Apr-18,4/19/18,fosnetupitant and palonosetron,Yes,2769,1538,0,1231,NCT02557035,NCT01339260,NCT01376297,NCT01363479,,,,
1,Tavalisse,,TRUE,,,,,,,,,,,,,"Tavalisse (fostamatinib) is an oral spleen tyrosine kinase (SYK) inhibitor for the treatment of patients with chronic immune thrombocytopenia (ITP).","Rigel Pharmaceuticals, Inc.",Idiopathic (Immune) Thrombocytopenic Purpura,17-Apr-18,4/17/18,fostamatinib,No,150,101,49,0,NCT02076399,NCT02076412,,,,,,
1,Crysvita,,,,,,,,,TRUE,,,,,,Crysvita (burosumab-twza) is a fibroblast growth factor 23 (FGF23) blocking antibody for the treatment of x-linked hypophosphatemia (XLH).,Ultragenyx Pharmaceutical Inc.,X-Linked Hypophosphatemia,17-Apr-18,4/17/18,burosumab-twza,No,187,121,66,0,NCT02163577,NCT02750618,NCT02526160,NCT02537431,,,,
1,Symfi,,,,,,,TRUE,,,,,,,,"Symfi (efavirenz, lamivudine and tenofovir disoproxil fumarate) is a three-drug combination of a non-nucleoside reverse transcriptase inhibitor (efavirenz), and two nucleo(t)side reverse transcriptase inhibitors (lamivudine and tenofovir disoproxil fumarate) indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection.",Mylan N.V.,HIV Infection,22-Mar-18,3/22/18,"efavirenz, lamivudine and tenofovir disoproxil fumarate",New dosage,1200,598,602,0,NCT00158821,,,,,,,
1,Ilumya,,,,,,,,TRUE,,,,,,,"Ilumya (tildrakizumab-asmn) is a humanized, anti-IL-23p19 monoclonal antibody for the treatment of moderate-to-severe plaque psoriasis.",Sun Pharmaceutical Industries Ltd.,Plaque Psoriasis,20-Mar-18,3/20/18,tildrakizumab-asmn,No,926,616,310,0,NCT01722331,NCT01729754,,,,,,
1,Trogarzo,,,,,,,TRUE,,,,,,,,Trogarzo (ibalizumab-uiyk) is a CD4-directed post-attachment HIV-1 inhibitor for the treatment of multidrug resistant human immunodeficiency virus-1 (HIV-1) infection in heavily treatment-experienced adults.,TaiMed Biologics USA Corp.,HIV Infection,6-Mar-18,3/6/18,ibalizumab-uiyk,No,40,40,0,0,NCT02475629,,,,,,,
,ZTlido,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,NA,ZTlido (lidocaine topical system 1.8%) is a transdermal anesthetic formulation for the treatment of pain associated with postherpetic neuralgia.,"Scilex Pharmaceuticals, Inc.",Postherpetic Neuralgia,28-Feb-18,2/28/18,lidocaine topical system 1.8%,Yes,0,,,,,,,,,,,
,Cimduo,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,Cimduo (lamivudine and tenofovir disoproxil fumarate) is a combination of two nucleo(t)side reverse transcriptase inhibitors indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 (HIV-1) infection.,Mylan N.V.,HIV Infection,28-Feb-18,2/28/18,lamivudine and tenofovir disoproxil fumarate,Yes,0,,,,,,,,,,,
,Apadaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apadaz (acetaminophen and benzhydrocodone hydrochloride) is an immediate release combination of acetaminophen and  benzhydrocodone, a prodrug of the opioid agonist hydrocodone, indicated for the short-term management of acute pain.","KemPharm, Inc.",Pain,23-Feb-18,2/23/18,acetaminophen and benzhydrocodone hydrochloride,Yes,0,,,,,,,,,,,
,Iprivask,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Iprivask (desirudin) is a specific inhibitor of human thrombin indicated for the prophylaxis of deep vein thrombosis, which may lead to pulmonaryembolism, in patients undergoing elective hip replacement surgery.","Aventis Pharmaceuticals, Inc",Deep Vein Thrombosis -- Prophylaxis,4-Apr-03,4/4/03,desirudin,,,,,,,,,,,,,
,Factive,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Factive (gemifloxacin) is a fluoroquinolone  antibiotics indicatedfor the treatment of community-acquired pneumonia and acutebacterial exacerbation of chronic bronchitis.","LG Life Sciences, Ltd",Bacterial Infection,4-Apr-03,4/4/03,gemifloxacin,,,,,,,,,,,,,
,Vigamox,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Vigamox (moxifloxacin) is a fourth generation fluoroquinilone antibiotic indicated for the treatment of bacterial conjunctivitis caused by susceptiblestrains of bacteria.",Alcon,Bacterial Conjunctivitis,15-Apr-03,4/15/03,moxifloxacin,,,,,,,,,,,,,
