ActiveIngredient,SubmissionType,SubmissionNo,SubmissionStatus,SubmissionStatusDate,SubmissionsPublicNotes,ReviewPriority,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,dates,company,condition,dates_clean,approval_date,generic_name,generic_name_fw
ENASIDENIB MESYLATE,ORIG,1,AP,2017-08-01T00:00:00Z,NA,PRIORITY,idhifa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Idhifa (enasidenib) is a first-in-class, oral, targeted inhibitor of mutant isocitrate dehydrogenase 2 (IDH2) for the treatment of patients with relapsed or refractory acute myeloid leukemia (AML) with an IDH2 mutation.","August 1, 2017",Celgene Corporation,Acute Myeloid Leukemia,"August 1, 2017",2017-08-01,enasidenib,enasidenib
ETHINYL ESTRADIOL; SEGESTERONE ACETATE,ORIG,1,AP,2018-08-10T00:00:00Z,NA,STANDARD,annovera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annovera (ethinyl estradiol and segesterone acetate) is an estrogen and progestin vaginal contraceptive system indicated to prevent pregnancy for up to a year.,"August 10, 2018",The Population Council,Contraception,"August 10, 2018",2018-08-10,ethinyl estradiol and segesterone acetate,ethinyl
SEMAGLUTIDE,ORIG,1,AP,2017-12-05T00:00:00Z,NA,STANDARD,ozempic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ozempic (semaglutide) is a glucagon-like peptide-1 (GLP-1) analog administered once-weekly for the treatment of adults with type 2 diabetes.,"December 5, 2017",Novo Nordisk,Diabetes Type 2,"December 5, 2017",2017-12-05,semaglutide,semaglutide
MEROPENEM; VABORBACTAM,ORIG,1,AP,2017-08-29T00:00:00Z,"Please see <a href=""https://www.fda.gov/STIC/"">www.fda.gov/STIC</a> for labeling requirements on susceptibility test interpretive criteria for systemic antibacterial and antifungal drugs.",PRIORITY,vabomere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Vabomere (meropenem and vaborbactam) is a carbapenem and beta-lactamase inhibitor combination for the treatment of complicated urinary tract infections (cUTIs).,"August 29, 2017","Chemo Research, S. L.",Chagas Disease,"August 29, 2017",2017-08-29,meropenem and vaborbactam,meropenem
ERTUGLIFLOZIN,ORIG,1,AP,2017-12-19T00:00:00Z,NA,STANDARD,steglatro,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Steglatro (ertugliflozin) is a sodium-glucose co-transporter-2 (SGLT2) inhibitor used to help improve glycemic control in adults with type 2 diabetes.,"December 19, 2017",Merck,Diabetes Type 2,"December 19, 2017",2017-12-19,ertugliflozin,ertugliflozin
OMADACYCLINE TOSYLATE,ORIG,1,AP,2018-10-02T00:00:00Z,NA,PRIORITY,nuzyra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nuzyra (omadacycline) is an aminomethylcycline tetracycline antibiotic for the treatment of community-acquired bacterial pneumonia (CABP) and acute bacterial skin and skin structure infections (ABSSSI).,"October 2, 2018","Paratek Pharmaceuticals, Inc.","Skin and Structure Infection, Pneumonia","October 2, 2018",2018-10-02,omadacycline,omadacycline
SIPONIMOD FUMARIC ACID,ORIG,1,AP,2019-03-26T00:00:00Z,NA,PRIORITY,mayzent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayzent (siponimod) is a sphingosine-1-phosphate receptor modulator for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.","March 26, 2019",Novartis,Multiple Sclerosis,"March 26, 2019",2019-03-26,siponimod,siponimod
COPANLISIB DIHYDROCHLORIDE,ORIG,1,AP,2017-09-14T00:00:00Z,NA,PRIORITY,aliqopa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aliqopa (copanlisib) is a phosphatidylinositol-3-kinase (PI3K) inhibitor indicated for the treatment of adult patients with relapsed follicular lymphoma (FL).,"September 14, 2017","Bayer Healthcare Pharmaceuticals, Inc.",Follicular Lymphoma,"September 14, 2017",2017-09-14,copanlisib,copanlisib
LETERMOVIR,ORIG,1,AP,2017-11-08T00:00:00Z,NA,PRIORITY,prevymis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Prevymis (letermovir) is a CMV DNA terminase complex inhibitor indicated for the prophylaxis of cytomegalovirus (CMV) infection and disease in adult allogeneic hematopoietic stem cell transplant patients.,"November 8, 2017","Merck & Co., Inc.",CMV Prophylaxis,"November 8, 2017",2017-11-08,letermovir,letermovir
PRUCALOPRIDE SUCCINATE,ORIG,1,AP,2018-12-14T00:00:00Z,NA,STANDARD,motegrity,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Motegrity (prucalopride) is a selective serotonin type 4 (5‑HT4) receptor agonist for the treatment of chronic idiopathic constipation (CIC) in adults.,"December 14, 2018",Shire plc,Chronic Idiopathic Constipation,"December 14, 2018",2018-12-14,prucalopride,prucalopride
AVATROMBOPAG MALEATE,ORIG,1,AP,2018-05-21T00:00:00Z,NA,PRIORITY,doptelet,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doptelet (avatrombopag) is a second generation, orally administered thrombopoietin receptor agonist (TPO-RA) indicated for the treatment of:","May 21, 2018","Dova Pharmaceuticals, Inc.","Thrombocytopenia, Idiopathic (Immune) Thrombocytopenic Purpura","May 21, 2018",2018-05-21,avatrombopag,avatrombopag
BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,ORIG,1,AP,2018-02-07T00:00:00Z,NA,PRIORITY,biktarvy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biktarvy (bictegravir, emtricitabine and tenofovir alafenamide) is an integrase strand transfer inhibitor and emtricitabine/tenofovir alafenamide (Descovy) combination for the treatment of HIV-1 infection in adults.","February 7, 2018","Gilead Sciences, Inc.",HIV Infection,"February 7, 2018",2018-02-07,"bictegravir, emtricitabine and tenofovir alafenamide",bictegravir
ACALABRUTINIB,ORIG,1,AP,2017-10-31T00:00:00Z,NA,PRIORITY,calquence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calquence (acalabrutinib) is a highly selective, potent, Bruton tyrosine kinase (BTK) inhibitor for the treatment of mantle cell lymphoma (MCL), and chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma.","October 31, 2017",AstraZeneca,Mantle Cell Lymphoma; Chronic Lymphocytic Leukemia,"October 31, 2017",2017-10-31,acalabrutinib,acalabrutinib
PLAZOMICIN SULFATE,ORIG,1,AP,2018-06-25T00:00:00Z,NA,PRIORITY,zemdri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zemdri (plazomicin) is an aminoglycoside antibacterial for the treatment of complicated urinary tract infections.
","June 25, 2018","Achaogen, Inc.",Urinary Tract Infection,"June 25, 2018",2018-06-25,plazomicin,plazomicin
CANNABIDIOL,ORIG,1,AP,2018-06-25T00:00:00Z,Date of Approval; DEA Scheduling Not Complete,PRIORITY,epidiolex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Epidiolex (cannabidiol) is a prescription pharmaceutical formulation of highly-purified, marijuana plant-derived cannabidiol (CBD) for the treatment of seizures associated with Lennox-Gastaut syndrome or Dravet syndrome in patients two years of age or older.","June 25, 2018",GW Pharmaceuticals plc,"Lennox-Gastaut Syndrome, Dravet Syndrome","June 25, 2018",2018-06-25,cannabidiol,cannabidiol
ELAGOLIX SODIUM,ORIG,1,AP,2018-07-23T00:00:00Z,NA,PRIORITY,orilissa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orilissa (elagolix) is an orally administered gonadotropin-releasing hormone (GnRH) antagonist for the management of moderate to severe pain associated with endometriosis.,"July 23, 2018","AbbVie, Inc.",Endometriosis,"July 23, 2018",2018-07-23,elagolix,elagolix
"IVACAFTOR; IVACAFTOR, TEZACAFTOR",ORIG,1,AP,2018-02-12T00:00:00Z,NA,PRIORITY,symdeko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,Symdeko (ivacaftor/tezacaftor tablets and ivacaftor tablets) is a cystic fibrosis transmembrane conductance regulator (CFTR) potentiator and CFTR corrector combination for the treatment of cystic fibrosis in patients aged 6 years and older who are homozygous for the F508del mutation or who have at least one mutation in the CFTR) gene that is responsive to Symdeko.,"February 12, 2018",Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,"February 12, 2018",2018-02-12,ivacaftor/tezacaftor tablets and ivacaftor tablets,ivacaftor
FOSNETUPITANT CHLORIDE HYDROCHLORIDE; PALONOSETRON HYDROCHLORIDE,ORIG,1,AP,2018-04-19T00:00:00Z,NA,STANDARD,akynzeo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akynzeo (netupitant and palonosetron) is a substance P/neurokinin 1 (NK1) receptor antagonist and serotonin-3 (5-HT3) receptor antagonist fixed-dose combination indicated for the prevention of chemotherapy-induced nausea and vomiting (CINV).,"October 10, 2014",Helsinn Group,Nausea/Vomiting -- Chemotherapy Induced,"October 10, 2014",2014-10-10,netupitant and palonosetron,netupitant
ENCORAFENIB,ORIG,1,AP,2018-06-27T00:00:00Z,NA,STANDARD,braftovi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Braftovi (encorafenib) is a kinase inhibitor indicated, in combination with
binimetinib, for the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.","June 27, 2018",Array BioPharma Inc.,Melanoma -- Metastatic,"June 27, 2018",2018-06-27,encorafenib,encorafenib
BINIMETINIB,ORIG,1,AP,2018-06-27T00:00:00Z,NA,STANDARD,mektovi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mektovi (binimetinib)  is a kinase inhibitor indicated, in combination with encorafenib, for the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.","June 27, 2018",Array BioPharma Inc.,Melanoma -- Metastatic,"June 27, 2018",2018-06-27,binimetinib,binimetinib
BREMELANOTIDE ACETATE,ORIG,1,AP,2019-06-21T00:00:00Z,NA,STANDARD,vyleesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vyleesi  (bremelanotide) is a melanocortin receptor agonist for the treatment of hypoactive sexual desire disorder (HSDD) in premenopausal women.,"June 21, 2019","AMAG Pharmaceuticals, Inc.",Hypoactive Sexual Desire Disorder,"June 21, 2019",2019-06-21,bremelanotide,bremelanotide
REVEFENACIN,ORIG,1,AP,2018-11-09T00:00:00Z,NA,STANDARD,yupelri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yupelri (revefenacin) is a long-acting muscarinic antagonist (LAMA) for the treatment of chronic obstructive pulmonary disease (COPD).,"November 9, 2018","Theravance Biopharma, Inc.",Chronic Obstructive Pulmonary Disease,"November 9, 2018",2018-11-09,revefenacin,revefenacin
GLASDEGIB MALEATE,ORIG,1,AP,2018-11-21T00:00:00Z,NA,PRIORITY,daurismo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daurismo (glasdegib) is a hedgehog pathway inhibitor indicated for the combination treatment of adult patients ≥75 years with newly-diagnosed acute myeloid leukemia (AML).,"November 21, 2018",Pfizer Inc.,Acute Myeloid Leukemia,"November 21, 2018",2018-11-21,glasdegib,glasdegib
TAFENOQUINE SUCCINATE,ORIG,1,AP,2018-07-20T00:00:00Z,NA,PRIORITY,krintafel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krintafel (tafenoquine) is an 8-aminoquinoline derivative antimalarial for the radical cure (prevention of relapse) of Plasmodium vivax malaria.,"July 20, 2018",GlaxoSmithKline,Malaria,"July 20, 2018",2018-07-20,tafenoquine,tafenoquine
AFAMELANOTIDE,ORIG,1,AP,2019-10-08T00:00:00Z,NA,PRIORITY,scenesse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Scenesse (afamelanotide) is a selective agonist of the melanocortin 1 receptor (MC1R) indicated for the prevention of phototoxicity in adult patients with erythropoietic protoporphyria (EPP).,"October 8, 2019",Clinuvel Pharmaceuticals Ltd.,Prevention of Phototoxicity in Erythropoietic Protoporphyria,"October 8, 2019",2019-10-08,afamelanotide,afamelanotide
DORAVIRINE,ORIG,1,AP,2018-08-30T00:00:00Z,NA,STANDARD,pifeltro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pifeltro (doravirine) is a non-nucleoside reverse transcriptase inhibitor (NNRTI) indicated for the treatment of HIV-1 infection.,"August 30, 2018",Merck,HIV Infection,"August 30, 2018",2018-08-30,doravirine,doravirine
BALOXAVIR MARBOXIL,ORIG,1,AP,2018-10-24T00:00:00Z,NA,PRIORITY,xofluza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xofluza (baloxavir marboxil) is a polymerase acidic (PA) endonuclease inhibitor for the treatment of   influenza (the flu) in people 12 years of age and older who have had flu symptoms for no more than 48 hours and who are otherwise healthy, or at high risk of developing flu-related complications.","October 24, 2018","Genentech, Inc.",Influenza,"October 24, 2018",2018-10-24,baloxavir marboxil,baloxavir
LAROTRECTINIB SULFATE,ORIG,1,AP,2018-11-26T00:00:00Z,NA,PRIORITY,vitrakvi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitrakvi (larotrectinib) is an oral selective tropomyosin receptor kinase (TRK) inhibitor for the treatment solid tumors harboring NTRK-fusion proteins.,"November 26, 2018","Loxo Oncology, Inc.",TRK Fusion Cancers,"November 26, 2018",2018-11-26,larotrectinib,larotrectinib
MOXIDECTIN,ORIG,1,AP,2018-06-13T00:00:00Z,NA,PRIORITY,moxidectin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moxidectin is a macrocyclic lactone anthelmintic medicine indicated for the treatment of river blindness (onchocerciasis) in patients aged 12 years and older.,"June 13, 2018",Medicines Development for Global Health,Onchocerciasis,"June 13, 2018",2018-06-13,onchocerciasis,onchocerciasis
LORLATINIB,ORIG,1,AP,2018-11-02T00:00:00Z,NA,PRIORITY,lorbrena,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lorbrena (lorlatinib) is an anaplastic lymphoma kinase (ALK) tyrosine kinase inhibitor (TKI) for the treatment of patients with ALK-positive metastatic non-small cell lung cancer (NSCLC).,"November 2, 2018",Pfizer Inc.,Non-Small Cell Lung Cancer,"November 2, 2018",2018-11-02,lorlatinib,lorlatinib
RIFAMYCIN SODIUM,ORIG,1,AP,2018-11-16T00:00:00Z,NA,PRIORITY,aemcolo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Aemcolo (rifamycin) is a broad spectrum, orally non-absorbable antibiotic for the treatment of traveler’s diarrhea caused by noninvasive strains of Escherichia coli.","November 16, 2018","Cosmo Technologies, Ltd.",Traveler's Diarrhea,"November 16, 2018",2018-11-16,rifamycin,rifamycin
PATISIRAN SODIUM,ORIG,1,AP,2018-08-10T00:00:00Z,NA,PRIORITY,onpattro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Onpattro (patisiran) is a small interfering ribonucleic acid (siRNA) therapeutic  for the treatment of polyneuropathy caused by hereditary transthyretin-mediated amyloidosis (hATTR).,"August 10, 2018","Alnylam Pharmaceuticals, Inc.",Hereditary Transthyretin-Mediated Amyloidosis (hATTR),"August 10, 2018",2018-08-10,patisiran,patisiran
LUSUTROMBOPAG,ORIG,1,AP,2018-07-31T00:00:00Z,NA,PRIORITY,mulpleta,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mulpleta (lusutrombopag) is a once-daily, orally administered, thrombopoietin (TPO) receptor agonist for the treatment of thrombocytopenia in patients with chronic liver disease who are scheduled to undergo a medical or dental procedure.","July 31, 2018",Shionogi Inc.,Thrombocytopenia,"July 31, 2018",2018-07-31,lusutrombopag,lusutrombopag
APALUTAMIDE,ORIG,1,AP,2018-02-14T00:00:00Z,NA,PRIORITY,erleada,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Erleada (apalutamide) is an oral androgen receptor inhibitor for the treatment of metastatic castration-sensitive prostate cancer, and non-metastatic castration-resistant prostate cancer.","February 14, 2018","Janssen Pharmaceuticals, Inc.",Prostate Cancer,"February 14, 2018",2018-02-14,apalutamide,apalutamide
ERAVACYCLINE DIHYDROCHLORIDE,ORIG,1,AP,2018-08-27T00:00:00Z,NA,PRIORITY,xerava,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Xerava (eravacycline) is a fluorocycline antibiotic indicated for the treatment of complicated intra-abdominal infections.,"August 27, 2018","Tetraphase Pharmaceuticals, Inc.",Complicated Intra-Abdominal Infections,"August 27, 2018",2018-08-27,eravacycline,eravacycline
PITOLISANT HYDROCHLORIDE,ORIG,1,AP,2019-08-14T00:00:00Z,NA,PRIORITY,wakix,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Wakix (pitolisant) is a histamine-3 (H₃) receptor antagonist/inverse agonist for the treatment of excessive daytime sleepiness (EDS) in adult patients with narcolepsy.,"August 14, 2019","Harmony Biosciences, LLC",Narcolepsy,"August 14, 2019",2019-08-14,pitolisant,pitolisant
DUVELISIB,ORIG,1,AP,2018-09-24T00:00:00Z,NA,PRIORITY,copiktra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copiktra (duvelisib) is a first-in-class, oral, dual phosphoinositide-3-kinase (PI3K)-delta/PI3K-gamma inhibitor for the treatment relapsed or refractory chronic lymphocytic leukemia/small lymphocytic lymphoma (CLL/SLL) and relapsed or refractory follicular lymphoma (FL).","September 24, 2018","Verastem, Inc.","Chronic Lymphocytic Leukemia, Follicular Lymphoma","September 24, 2018",2018-09-24,duvelisib,duvelisib
INOTERSEN SODIUM,ORIG,1,AP,2018-10-05T00:00:00Z,NA,PRIORITY,tegsedi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tegsedi (inotersen) is an antisense oligonucleotide inhibitor of the transthyretin (TTR) protein for the treatment of the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults. ,"October 5, 2018","Ionis Pharmaceuticals, Inc.",Amyloidogenic Transthyretin Amyloidosis,"October 5, 2018",2018-10-05,inotersen,inotersen
IVOSIDENIB,ORIG,1,AP,2018-07-20T00:00:00Z,NA,PRIORITY,tibsovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tibsovo (ivosidenib) is an isocitrate dehydrogenase-1 (IDH1) inhibitor for the treatment of patients with acute myeloid leukemia who have an IDH1 mutation.,"July 20, 2018","Agios Pharmaceuticals, Inc.",Acute Myeloid Leukemia,"July 20, 2018",2018-07-20,ivosidenib,ivosidenib
SOLRIAMFETOL,ORIG,1,AP,2019-03-20T00:00:00Z,Date of Approval; DEA Scheduling Not Complete,STANDARD,sunosi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunosi (solriamfetol) is a selective dopamine and norepinephrine reuptake inhibitor (DNRI) for the treatment of excessive sleepiness in adult patients with narcolepsy or obstructive sleep apnea (OSA).,"March 20, 2019",Jazz Pharmaceuticals plc,"Narcolepsy, Obstructive Sleep Apnea/Hypopnea Syndrome","March 20, 2019",2019-03-20,solriamfetol,solriamfetol
LASMIDITAN SUCCINATE,ORIG,1,AP,2019-10-11T00:00:00Z,NA,STANDARD,reyvow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reyvow (lasmiditan) is a serotonin (5-HT)1F receptor agonist indicated for the acute treatment of migraine with or without aura in adults.,"October 11, 2019Company: Eli Lilly and ",Eli Lilly and Company,Migraine,"October 11, 2019",2019-10-11,lasmiditan,lasmiditan
DACOMITINIB,ORIG,1,AP,2018-09-27T00:00:00Z,NA,PRIORITY,vizimpro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Vizimpro (dacomitinib) is an oral, once-daily, irreversible pan-human epidermal growth factor receptor tyrosine kinase inhibitor (TKI) indicated for the treatment of metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletion or exon 21 L858R
substitution mutations as detected by an FDA-approved test.","September 27, 2018",Pfizer Inc.,Non-Small Cell Lung Cancer,"September 27, 2018",2018-09-27,dacomitinib,dacomitinib
GILTERITINIB FUMARATE,ORIG,1,AP,2018-11-28T00:00:00Z,NA,PRIORITY,xospata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xospata (gilteritinib) is a FLT3/AXL kinase inhibitor indicated for the treatment of patients who have relapsed or refractory acute myeloid leukemia (AML) with a FLT3 mutation as detected by an FDA-approved test.,"November 28, 2018",Astellas Pharma Inc.,Acute Myeloid Leukemia,"November 28, 2018",2018-11-28,gilteritinib,gilteritinib
BREXANOLONE,ORIG,1,AP,2019-03-19T00:00:00Z,NA,PRIORITY,zulresso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zulresso (brexanolone) is a gamma-aminobutyric acid A (GABAA)
receptor positive allosteric modulator indicated for the treatment of postpartum depression (PPD).","March 19, 2019",Sage Therapeutics,Postpartum Depression,"March 19, 2019",2019-03-19,brexanolone,brexanolone
TRIFAROTENE,ORIG,1,AP,2019-10-04T00:00:00Z,NA,STANDARD,aklief,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aklief (trifarotene) is a topical retinoid indicated for the treatment of acne vulgaris in patients 9 years of age and older.,"October 4, 2019",Galderma,Acne,"October 4, 2019",2019-10-04,trifarotene,trifarotene
TALAZOPARIB TOSYLATE,ORIG,1,AP,2018-10-16T00:00:00Z,NA,PRIORITY,talzenna,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Talzenna (talazoparib) is an oral poly ADP ribose polymerase (PARP) inhibitor indicated for the treatment of patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) HER2-negative locally advanced or metastatic breast cancer.,"October 16, 2018",Pfizer Inc.,Breast Cancer,"October 16, 2018",2018-10-16,talazoparib,talazoparib
LEFAMULIN ACETATE,ORIG,1,AP,2019-08-19T00:00:00Z,NA,PRIORITY,xenleta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xenleta (lefamulin) is a first-in-class, semi-synthetic pleuromutilin antibiotic for the treatment of community-acquired bacterial pneumonia (CABP).","August 19, 2019",Nabriva Therapeutics plc,Pneumonia,"August 19, 2019",2019-08-19,lefamulin,lefamulin
UPADACITINIB,ORIG,1,AP,2019-08-16T00:00:00Z,NA,PRIORITY,rinvoq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rinvoq (upadacitinib) is a Janus kinase (JAK) inhibitor for the treatment of adult patients with moderate to severe rheumatoid arthritis.,"August 16, 2019",AbbVie Inc.,Rheumatoid Arthritis,"August 16, 2019",2019-08-16,upadacitinib,upadacitinib
UBROGEPANT,ORIG,1,AP,2019-12-23T00:00:00Z,NA,STANDARD,ubrelvy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ubrelvy (ubrogepant) is a potent, orally-administered CGRP receptor antagonist for the acute treatment of migraine.","December 23, 2019",Allergan plc,Migraine,"December 23, 2019",2019-12-23,ubrogepant,ubrogepant
TENAPANOR HYDROCHLORIDE,ORIG,1,AP,2019-09-12T00:00:00Z,NA,STANDARD,ibsrela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ibsrela (tenapanor) is a first-in-class, sodium/hydrogen exchanger 3 (NHE3) inhibitor indicated for the treatment of adults with irritable bowel syndrome with constipation (IBS-C).","September 12, 2019","Ardelyx, Inc",Irritable Bowel Syndrome,"September 12, 2019",2019-09-12,tenapanor,tenapanor
PEXIDARTINIB HYDROCHLORIDE,ORIG,1,AP,2019-08-02T00:00:00Z,NA,PRIORITY,turalio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turalio (pexidartinib) is a kinase inhibitor indicated for the treatment of symptomatic tenosynovial giant cell tumor (TGCT) in adults.,"August 2, 2019Company: Daiichi Sankyo ","Daiichi Sankyo Company, Limited",Tenosynovial Giant Cell Tumor,"August 2, 2019",2019-08-02,pexidartinib,pexidartinib
TAZAROTENE,ORIG,1,AP,2019-12-18T00:00:00Z,NA,STANDARD,arazlo,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Arazlo (tazarotene) is a lotion formulation of the approved retinoid tazarotene for the topical treatment of acne vulgaris in patients 9 years of age and older.,"December 18, 2019",Bausch Health Companies Inc.,Acne,"December 18, 2019",2019-12-18,tazarotene,tazarotene
GOLODIRSEN,ORIG,1,AP,2019-12-12T00:00:00Z,NA,PRIORITY,vyondys 53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vyondys 53 (golodirsen) is a phosphordiamidate morpholino oligimer for the treatment of Duchenne muscular dystrophy (DMD) in patients with a confirmed mutation amenable to exon 53 skipping.,"December 12, 2019","Sarepta Therapeutics, Inc.",Duchenne Muscular Dystrophy,"December 12, 2019",2019-12-12,golodirsen,golodirsen
